inventor,patents,coworkers_patents,patents/coworkers_patents
ORZECHOWSKA EMILIA,1,0.6666666666666666,1.5
OSAWARU OSAZUWA,3,2.0434782608695654,1.4680851063829785
OSEKA MACIEJ,4,0.0,0
OSINSKA MAGDALENA,1,0.2,5.0
OSOWSKA KAROLINA,1,1.1666666666666667,0.8571428571428571
OSSOWSKI MACIEJ,1,1.625,0.6153846153846154
OSTASZEWSKI RYSZARD,3,0.06666666666666667,45.0
OSTROWSKA IZABELA,1,0.0,0
OSTROWSKI JANUSZ,1,0.0,0
OSTROWSKI JERZY,10,0.4166666666666667,24.0
OSTROWSKI LUKASZ,14,4.783783783783784,2.926553672316384
OSTROWSKI MICHAL,16,0.15,106.66666666666667
OSTROWSKI MIROSLAW,1,0.0,0
OSTROWSKI ROMAN,1,0.23333333333333334,4.285714285714286
OSTRYSZ RYSZARD,4,5.8,0.6896551724137931
OSUCHOWSKI MARCIN,1,0.0,0
OSWIECIMSKA MALGORZATA,3,2.2857142857142856,1.3125
OSZCZAPOWICZ IRENA,2,0.6470588235294118,3.090909090909091
OSZMANIEC MICHAL,2,0.1,20.0
OTLEWSKI JACEK,3,0.4523809523809524,6.631578947368421
OTTA HALINA,1,10.0,0.1
OWARZANY RAFAL,1,1.4444444444444444,0.6923076923076923
OZIMEK MARIUSZ,1,0.6470588235294118,1.5454545454545454
OZONEK JANUSZ,2,0.0,0
PACHLA HENRYK,2,0.0,0
PACHLA WACLAW,3,0.0,0
PACHOLSKI ADAM,12,0.0,0
PACHOLSKI JAN,14,0.0,0
PACHOTA MAGDALENA,1,5.2,0.1923076923076923
PACIOREK PATRYCJA,2,0.8387096774193549,2.3846153846153846
PACZEK LESZEK,6,0.2876712328767123,20.857142857142858
PACZESNY JAN,1,1.4615384615384615,0.6842105263157895
PAJAK ANDRZEJ,2,0.0,0
PAJDAK-STOS AGNIESZKA,2,1.5,1.3333333333333333
PAKSZYS MICHAELA,1,0.0,0
PAKULA TADEUSZ,6,0.8888888888888888,6.75
PAKULSKA WANDA,1,0.4375,2.2857142857142856
PALA KATARZYNA,1,2.5714285714285716,0.38888888888888884
PALAMARCZYK GRAZYNA,2,0.13333333333333333,15.0
PALKA MAREK,2,0.0,0
PALKA SZYMON,3,4.333333333333333,0.6923076923076924
PALOSZ BOGDAN,2,0.7419354838709677,2.6956521739130435
PALUGNIOK HENRYK,1,4.333333333333333,0.23076923076923078
PALUSZKIEWICZ EWA,1,0.45454545454545453,2.2
PANASIEWICZ MIROSLAWA,1,0.5,2.0
PANETH PIOTR,1,0.07692307692307693,13.0
PANFIL IRMA,3,2.0,1.5
PANFIL WAWRZYNIEC,3,1.75,1.7142857142857142
PANKIEWICZ TERESA,3,0.0,0
PANKOWSKI JACEK,2,1.6,1.25
PANOWICZ ROBERT,2,0.8222222222222222,2.4324324324324325
PAPROTNY JERZY,8,0.4444444444444444,18.0
PAPUGA TADEUSZ,1,0.0,0
PARASION SYLWIA,1,0.7272727272727273,1.375
PARKA JANUSZ,1,0.5909090909090909,1.6923076923076923
PAROSA RYSZARD,12,7.333333333333333,1.6363636363636365
PARTYKA ANNA,1,2.4166666666666665,0.4137931034482759
PASCIAK GRZEGORZ,5,0.47368421052631576,10.555555555555555
PASIERB SLAWOMIR,3,0.0,0
PASIUK-BRONIKOWSKA WANDA,2,1.1764705882352942,1.7
PASTERNAK IWONA,3,1.3695652173913044,2.1904761904761902
PASTEWSKI ROMAN,1,0.4,2.5
PASTUSIAK MALGORZATA,2,1.6666666666666667,1.2
PASZEWSKI MACIEJ,1,5.176470588235294,0.19318181818181818
PASZKIEWICZ SANDRA,1,1.163265306122449,0.8596491228070176
PASZKIEWICZ ZOFIA,3,1.6428571428571428,1.8260869565217392
PASZKOWSKI MARIUSZ,8,1.75,4.571428571428571
PATER ZBIGNIEW,7,2.0,3.5
PATRALSKA DOROTA,1,0.42857142857142855,2.3333333333333335
PAUKSZTA DOMINIK,1,0.8181818181818182,1.222222222222222
PAWCENIS DOMINIKA,1,0.6571428571428571,1.5217391304347827
PAWLACZYK ANNA,1,2.8333333333333335,0.3529411764705882
PAWLAK ANDRZEJ,6,7.0,0.8571428571428571
PAWLAK DARIUSZ,2,0.5102040816326531,3.92
PAWLAK DOROTA,4,1.7777777777777777,2.25
PAWLAK KRYSTYNA,1,1.0,1.0
PAWLAK KRZYSZTOF,3,0.0,0
PAWLAK SEBASTIAN,8,0.17647058823529413,45.33333333333333
PAWLIK HENRYK,1,1.3333333333333333,0.75
PAWLIK KATARZYNA,9,0.044444444444444446,202.5
PAWLOWSKA AGNIESZKA,1,0.0,0
PAWLOWSKA MALGORZATA,21,0.0,0
PAWLOWSKA MONIKA,3,0.0,0
PAWLOWSKI ADAM,50,0.0,0
PAWLOWSKI LUCJAN,25,0.0,0
PAWLOWSKI MACIEJ,10,1.0769230769230769,9.285714285714286
PAWLOWSKI STANISLAW,2,0.0,0
PECHERZ JANUSZ,1,1.8461538461538463,0.5416666666666666
PEDZICH ZBIGNIEW,3,0.1111111111111111,27.0
PEDZIMAZ TOMASZ,5,3.4444444444444446,1.4516129032258063
PEDZISZ JANUSZ,3,1.7058823529411764,1.7586206896551724
PEITLER DOROTA,1,1.4583333333333333,0.6857142857142857
PELCZAR KRZYSZTOF,1,0.0,0
PELS KATARZYNA,2,4.666666666666667,0.42857142857142855
PENCZEK PIOTR,14,1.6296296296296295,8.590909090909092
PERKITNY JERZY,1,0.0,0
PERKOWSKI KRZYSZTOF,1,0.47058823529411764,2.125
PERLICKI KRZYSZTOF,5,1.75,2.857142857142857
PERLIN PIOTR,9,2.45,3.6734693877551017
PERLINSKA-LENART URSZULA,2,0.6666666666666666,3.0
PERNAK JULIUSZ,10,0.36363636363636365,27.5
PERZANOWSKA ANNA,1,1.606060606060606,0.6226415094339623
PESZKE JERZY,4,0.9696969696969697,4.125
PETKO MACIEJ,1,0.9629629629629629,1.0384615384615385
PETLICKI JERZY,1,0.0,0
PETRUS RAFAL,2,0.0,0
PFEIFER ALEKSANDRA,2,1.0,2.0
PIASEK ANDRZEJ,4,0.5833333333333334,6.857142857142857
PIASKOWSKI JERZY,2,0.0,0
PIASKOWSKI SYLWESTER,4,0.4583333333333333,8.727272727272728
PIATEK KRZYSZTOF,1,0.4,2.5
PIATEK PAWEL,2,0.0,0
PIATKIEWICZ WOJCIECH,2,1.1111111111111112,1.7999999999999998
PIATKOWSKI MAREK,1,0.0,0
PIECEK WIKTOR,1,1.2125,0.8247422680412372
PIECHACZEK JANINA,4,0.0,0
PIECHOCKI JANUSZ,1,0.13043478260869565,7.666666666666667
PIECHOTA STANISLAW,1,0.0,0
PIECZYKOLAN ANNA,3,2.5714285714285716,1.1666666666666665
PIECZYKOLAN JERZY,9,2.7096774193548385,3.3214285714285716
PIECZYKOLAN MICHAL,2,2.4166666666666665,0.8275862068965518
PIEJKO MARCIN,1,0.75,1.3333333333333333
PIEKARCZYK WLADYSLAW,1,0.25,4.0
PIELAK GRZEGORZ,4,0.75,5.333333333333333
PIELICHOWSKI JAN,6,0.32142857142857145,18.666666666666664
PIENIAZEK JERZY,2,0.0,0
PIERZYNOWSKA KAROLINA,1,2.1176470588235294,0.4722222222222222
PIERZYNOWSKI STEFAN,22,0.11538461538461539,190.66666666666666
PIESOWICZ ELZBIETA,1,0.78,1.282051282051282
PIETKIEWICZ ANDRZEJ,3,0.0,0
PIETKIEWICZ JADWIGA,1,1.2352941176470589,0.8095238095238095
PIETKIEWICZ JUSTYNA,1,1.3333333333333333,0.75
PIETRASIK ROBERT,7,13.0,0.5384615384615384
PIETRASZKIEWICZ MAREK,2,0.0,0
PIETRASZUK CEZARY,1,16.558823529411764,0.06039076376554174
PIETRUSEWICZ EWA,1,2.142857142857143,0.4666666666666667
PIETRUSZKA RAFAL,4,2.75,1.4545454545454546
PIETRZYK-LE AGNIESZKA,1,0.8421052631578947,1.1875
PIETRZYKOWSKA ELZBIETA,6,2.739130434782609,2.1904761904761902
PIETRZYKOWSKI ANDRZEJ,1,0.5,2.0
PIJANOWSKI LUKASZ,1,0.0,0
PIKON JERZY,3,0.0,0
PIKUL STANISLAW,35,0.9019607843137255,38.80434782608695
PILACINSKI WLODZIMIERZ,9,0.0,0
PILARCZYK MICHAL,1,0.35294117647058826,2.833333333333333
PILARCZYK-ZUREK MAGDALENA,2,5.04,0.3968253968253968
PILARSKI KRZYSZTOF,1,0.0,0
PILAT ADAM,3,0.2,15.0
PILAWKA RYSZARD,3,1.5833333333333333,1.8947368421052633
PILC ANDRZEJ,1,0.04,25.0
PILECKI ZENON,1,0.6666666666666666,1.5
PILICHOWSKA SLAWOMIRA,1,1.0,1.0
PILMANE MARA,2,0.0,0
PILSYK SEBASTIAN,1,0.4,2.5
PILZYS TOMASZ,1,0.8,1.25
PINAR ANNA,1,0.7777777777777778,1.2857142857142856
PIOTRKOWSKA BARBARA,1,0.0,0
PIOTROWICZ AGNIESZKA,2,1.3333333333333333,1.5
PIOTROWICZ EWA,1,0.5,2.0
PIOTROWICZ MICHAL,3,0.9,3.333333333333333
PIOTROWICZ RYSZARD,1,0.47058823529411764,2.125
PIOTROWSKA ALEKSANDRA,1,0.9090909090909091,1.1
PIOTROWSKA EWA,2,0.0,0
PIOTROWSKA KRYSTYNA,1,0.0,0
PIOTROWSKA OLGA,1,0.0,0
PIOTROWSKI ADAM,3,0.0,0
PIOTROWSKI JAN,8,0.0,0
PIOTROWSKI JERZY,4,2.25,1.7777777777777777
PIOTROWSKI ZBIGNIEW,1,0.13333333333333333,7.5
PIOTRZKOWSKI RYSZARD,1,2.6,0.3846153846153846
PIRAMIDOWICZ RYSZARD,1,0.5444444444444444,1.8367346938775513
PIROZYNSKI MICHAL,2,0.0,0
PISARKIEWICZ TADEUSZ,1,0.8205128205128205,1.21875
PISKORZ WITOLD,2,3.6097560975609757,0.5540540540540541
PISZCZYK LUKASZ,4,2.357142857142857,1.696969696969697
PIWECKA MONIKA,1,1.34375,0.7441860465116279
PIWOWAR JUSTYNA,1,5.0,0.2
PIWOWAR MONIKA,2,0.17307692307692307,11.555555555555555
PIWOWARCZYK KAZIMIERZ,1,0.0,0
PIWOWARSKA ZOFIA,2,1.4404761904761905,1.3884297520661157
PIWOWARSKI MICHAL,1,2.0,0.5
PLACHA WOJCIECH,1,0.2727272727272727,3.666666666666667
PLACZEK WIESLAW,3,0.0,0
PLATEK ROBERT,11,4.875,2.2564102564102564
PLESZCZYNSKA MALGORZATA,1,0.6666666666666666,1.5
PLEWKA ANNA,4,7.0,0.5714285714285714
PLINSKA STANISLAWA,2,0.0,0
PLITTA BEATA,1,1.0909090909090908,0.9166666666666667
PLOCHOCKA KRYSTYNA,43,0.0,0
PLUCIENNICZAK ANDRZEJ,18,2.75,6.545454545454546
PLUCIENNICZAK GRAZYNA,14,5.76595744680851,2.4280442804428044
PLUTA ELZBIETA,1,0.0,0
PNIEWSKI JACEK,1,0.2,5.0
PNIEWSKI TOMASZ,4,1.8571428571428572,2.1538461538461537
POCHWALSKI KRZYSZTOF,2,0.4,5.0
PODBIELSKA HALINA,1,2.066666666666667,0.48387096774193544
PODHORSKA-OKOLOW MARZENA,4,0.8898305084745762,4.495238095238095
PODKOWINSKI JAN,2,0.9655172413793104,2.071428571428571
PODLEJSKI JERZY,1,0.3333333333333333,3.0
PODSEDEK ANNA,1,0.475,2.1052631578947367
PODSEDKOWSKI LESZEK,3,0.38461538461538464,7.8
PODSIADLO SLAWOMIR,1,0.32075471698113206,3.1176470588235294
PODSIEDLIK WLADYSLAW,4,3.8,1.0526315789473684
POHORECKI RYSZARD,5,1.0833333333333333,4.615384615384616
POKORSKA ZOFIA,15,3.5,4.285714285714286
POKORSKI MIECZYSLAW,2,0.0,0
POLACZEK JERZY,24,2.103448275862069,11.40983606557377
POLAK ADOLF,1,0.0,0
POLAK JAROSLAW,1,0.0,0
POLAK MICHAL,2,0.0,0
POLAK PAWEL,5,0.0,0
POLAKOWSKA KLAUDIA,1,0.6666666666666666,1.5
POLANOWSKI PIOTR,4,1.4864864864864864,2.690909090909091
POLANSKA JOANNA,3,0.25925925925925924,11.571428571428573
POLANSKI ALFRED,3,1.0,3.0
POLANSKI ZBIGNIEW,1,0.0,0
POLCYN PIOTR,1,11.0,0.09090909090909091
POLKOWSKA-MOTRENKO HALINA,2,0.7,2.857142857142857
POLKOWSKI KRZYSZTOF,1,0.0,0
POLOMSKA XYMENA,2,1.0909090909090908,1.8333333333333335
POPIK PIOTR,2,0.0,0
POPLAWSKI WOJCIECH,11,0.0,0
POPOWSKA MAGDALENA,1,0.02702702702702703,37.0
POREBSKA ANNA,5,0.0,0
POREBSKI TADEUSZ,1,1.0,1.0
POREDA TADEUSZ,1,0.3333333333333333,3.0
POROCHNICKI JERZY,2,0.5714285714285714,3.5
POROWSKI SYLWESTER,12,2.8072289156626504,4.274678111587983
PORZYCKI JANUSZ,1,0.1111111111111111,9.0
POSADOWSKA URSZULA,1,1.6,0.625
POSPIESZNY HENRYK,4,0.5238095238095238,7.636363636363636
POSZYTEK KRZYSZTOF,1,2.388888888888889,0.4186046511627907
POTEMPA JAN,8,0.0,0
POTURAJ KRZYSZTOF,3,3.1147540983606556,0.9631578947368421
POTYNSKI A,1,0.0,0
POZNANSKI STEFAN,2,0.0,0
POZNICZEK JOANNA,1,0.4,2.5
PRACZYK TADEUSZ,4,2.8857142857142857,1.3861386138613863
PRADELLOK WITOLD,1,0.0,0
PRAJSNAR RYSZARD,1,0.42857142857142855,2.3333333333333335
PRIEBE WALDEMAR,40,4.0,10.0
PROCHOWICZ DANIEL,1,0.5625,1.7777777777777777
PROCIOW KRYSTYNA,2,0.35294117647058826,5.666666666666666
PROKOP MARTA,1,2.6666666666666665,0.375
PROMINSKI ALEKSANDER,1,0.2857142857142857,3.5
PRON ADAM,9,0.0,0
PRUSAK DANIEL,1,1.0,1.0
PRUSAK KAMIL,2,0.875,2.2857142857142856
PRYSTAWKO PAWEL,1,1.2285714285714286,0.813953488372093
PRZEGALINSKI EDMUND,1,0.26666666666666666,3.75
PRZETAKIEWICZ WOJCIECH,1,0.1875,5.333333333333333
PRZEWLOKA ALEKSANDRA,1,0.5952380952380952,1.68
PRZEWODOWSKI WLODZIMIERZ,1,0.0,0
PRZYBYLEK PIOTR,5,0.2727272727272727,18.333333333333336
PRZYBYLO JAROMIR,1,0.5,2.0
PRZYBYLSKI JAROSLAW,1,1.1666666666666667,0.8571428571428571
PRZYBYLSKI MACIEJ,1,0.0,0
PRZYBYLSKI WLODZIMIERZ,2,1.1111111111111112,1.7999999999999998
PRZYBYSZEWSKA MALGORZATA,1,0.5,2.0
PRZYCHODZEN WITOLD,1,0.6153846153846154,1.625
PRZYGODZKI TOMASZ,1,0.43333333333333335,2.3076923076923075
PRZYSTALKA PIOTR,3,1.8,1.6666666666666665
PSUJA PIOTR,3,4.72,0.6355932203389831
PUCKA GRZEGORZ,1,0.0,0
PUCKO WIESLAW,3,7.75,0.3870967741935484
PULA BARTOSZ,3,1.8,1.6666666666666665
PULASKI LUKASZ,2,0.25,8.0
PUNDA PAWEL,1,1.75,0.5714285714285714
PUSTELNY SZYMON,3,1.0,3.0
PUTYNKOWSKI GRZEGORZ,2,0.55,3.6363636363636362
PUZEWICZ-BARSKA JOANNA,1,1.0,1.0
PYRC KRZYSZTOF,5,1.978021978021978,2.5277777777777777
PYSZ DARIUSZ,3,1.9245283018867925,1.5588235294117647
PYSZKA MAGDALENA,1,0.875,1.1428571428571428
PYTEL ANNA,5,0.0,0
PYZOWSKI JAROSLAW,1,0.24242424242424243,4.125
RAC OLGA,1,1.0,1.0
RACHON JANUSZ,3,0.88,3.409090909090909
RACKA-DZIETKO KATARZYNA,1,0.8,1.25
RACZKA JAN,1,0.0,0
RACZKO JERZY,1,3.725,0.2684563758389262
RADECKA HANNA,3,1.22,2.459016393442623
RADKOWSKI PIOTR,1,0.5,2.0
RADLINSKA MONIKA,3,0.9444444444444444,3.1764705882352944
RADOM FILIP,1,1.1666666666666667,0.8571428571428571
RADOMSKA JOANNA,1,0.2857142857142857,3.5
RADOSZEWSKI TOMASZ,1,0.5714285714285714,1.75
RADZEWICZ CZESLAW,3,0.7115384615384616,4.216216216216216
RADZIWILL ARTUR,1,0.1,10.0
RADZKI WOJCIECH,7,0.0,0
RAFALSKI ZYGMUNT,2,0.5,4.0
RAJCHOWSKI PIOTR,1,1.3181818181818181,0.7586206896551725
RAJKIEWICZ MARIA,1,0.9428571428571428,1.0606060606060606
RAK JANUSZ,10,0.0,0
RAKOCZY RAFAL,1,1.0833333333333333,0.9230769230769231
RAKOWICZ ALEKSANDER,4,3.8,1.0526315789473684
RAKOWSKI FRANCISZEK,1,0.0,0
RAMOTOWSKI WITOLD,6,6.0,1.0
RAMS WITOLD,9,0.0,0
RAMSZA ANDRZEJ,5,4.391304347826087,1.1386138613861385
RAMZA JAN,4,2.422222222222222,1.651376146788991
RANACHOWSKI JERZY,1,0.631578947368421,1.5833333333333335
RANDZIO STANISLAW,3,0.3333333333333333,9.0
RAPACZ ANDRZEJ,1,0.0,0
RAPAK ANDRZEJ,2,0.10526315789473684,19.0
RARATA GRZEGORZ,5,1.391304347826087,3.59375
RAROG-PILECKA WIOLETTA,3,0.7833333333333333,3.8297872340425534
RASZEWSKI ZBIGNIEW,2,0.4090909090909091,4.888888888888888
RATAJ MIROSLAW,1,0.0,0
RATAJCZAK WLODZIMIERZ,4,0.1111111111111111,36.0
RATAJCZYK FLORIAN,1,0.0,0
REDKIEWICZ PATRYCJA,3,3.347826086956522,0.8961038961038961
REDZYNIA MALGORZATA,1,0.875,1.1428571428571428
REGIEC PIOTR,1,0.3076923076923077,3.25
REGIEL-FUTYRA ANNA,1,1.7878787878787878,0.5593220338983051
REGULSKI ROMAN,1,0.0,0
REICH KAROL,2,0.0,0
REINER JACEK,1,0.20454545454545456,4.888888888888888
REJDYCH JERZY,1,3.2941176470588234,0.3035714285714286
REJMER WOJCIECH,1,2.1875,0.45714285714285713
REKAWEK AGNIESZKA,1,0.3333333333333333,3.0
REMIORZ ERYK,1,1.4,0.7142857142857143
RESZCZYNSKA JOANNA,4,3.0,1.3333333333333333
RESZKA PRZEMYSLAW,1,0.05,20.0
RESZKE EDWARD,12,1.131578947368421,10.604651162790699
REZEK JIRI,1,0.4,2.5
RIEDEL MICHAEL,69,0.0,0
RIESKE PIOTR,4,0.5384615384615384,7.428571428571429
RITTER ROBERT,24,0.0,0
ROBAK BARBARA,3,4.5,0.6666666666666666
RODAKOWSKA EWELINA,2,0.3076923076923077,6.5
ROGACKI GRZEGORZ,1,0.6470588235294118,1.5454545454545454
ROGALSKA ANETA,1,0.3728813559322034,2.6818181818181817
ROGOWSKI JAN,1,0.0,0
ROHR KAMIL,3,3.7,0.8108108108108107
ROJEK PIOTR,4,0.09090909090909091,44.0
ROKICKA KAROLINA,2,1.0555555555555556,1.894736842105263
ROKICKI EDWARD,2,0.0,0
ROLLE KATARZYNA,4,0.7142857142857143,5.6
ROLNIK KRYSTYNA,1,2.3333333333333335,0.42857142857142855
ROMANKIEWICZ FERDYNAND,1,0.0,0
ROMANOWSKA ANNA,2,2.0,1.0
ROMANOWSKA JOANNA,2,0.8571428571428571,2.3333333333333335
ROMANOWSKI ANDRZEJ,1,0.7666666666666667,1.3043478260869565
ROMOTOWSKI TADEUSZ,1,0.6,1.6666666666666667
ROSE-JOHN STEFAN,21,0.0,0
ROSIAK JANUSZ,2,0.0,0
ROSINSKI MARCIN,2,0.0625,32.0
ROSLANIEC ZBIGNIEW,4,0.38,10.526315789473685
ROSOLOWSKI EUGENIUSZ,21,11.734375,1.7896138482023969
ROSZKOWSKI ANDRZEJ,5,0.045454545454545456,110.0
ROSZKOWSKI PIOTR,2,1.25,1.6
ROTKIEWICZ PIOTR,1,0.9333333333333333,1.0714285714285714
ROZAK FELIKS,1,0.2857142857142857,3.5
ROZALSKI ANTONI,1,0.27586206896551724,3.625
ROZALSKI MARCIN,1,0.5517241379310345,1.8125
ROZANSKI ARTUR,1,2.388888888888889,0.4186046511627907
ROZBICKI JAN,2,0.0,0
ROZGA JACEK,1,0.0,0
ROZKIEWICZ DARIUSZ,1,0.9,1.1111111111111112
ROZNIATOWSKI KRZYSZTOF,1,0.3584905660377358,2.7894736842105265
ROZNIECKA EWA,3,1.2352941176470589,2.4285714285714284
ROZTOCKI KORNEL,2,1.0,2.0
ROZYCKA ALEKSANDRA,2,0.0,0
RUCKI ZBIGNIEW,1,1.0,1.0
RUDNIAK LESZEK,1,1.4444444444444444,0.6923076923076923
RUDNICKI ANDRZEJ,1,0.0,0
RUDNICKI JACEK,2,0.0,0
RUDNICKI REMIGIUSZ,1,0.0,0
RUDZINSKI MARIUSZ,1,0.5,2.0
RULKA ANNA,1,0.0,0
RUMIJOWSKA-GALEWICZ ANNA,1,0.6585365853658537,1.5185185185185184
RUSEK PIOTR,1,0.08823529411764706,11.333333333333332
RUSIN EMANUEL,1,0.0,0
RUSINEK DAGMARA,1,1.0,1.0
RUSZAK MONIKA,2,4.0,0.5
RUSZCZYCKI BLAZEJ,2,0.8823529411764706,2.2666666666666666
RUSZKOWSKI KAZIMIERZ,3,3.0,1.0
RUT TADEUSZ,9,0.0,0
RUTA HUBERT,2,2.0,1.0
RUTKOWSKA ELZBIETA,2,0.0,0
RUTKOWSKI ADAM,2,0.05555555555555555,36.0
RUTKOWSKI PIOTR,3,0.3125,9.6
RYBA-ROMANOWSKI WITOLD,1,0.08928571428571429,11.2
RYBICKI ZBIGNIEW,5,0.0,0
RYBKA JACEK,1,3.0784313725490198,0.3248407643312102
RYCHLEWSKI LESZEK,6,0.22580645161290322,26.571428571428573
RYDZYNSKI KONRAD,1,0.025,40.0
RYMARZ GRAZYNA,3,0.0,0
RYMOWICZ WALDEMAR,3,0.16666666666666666,18.0
RYMS MICHAL,1,0.9545454545454546,1.0476190476190477
RYPNIEWSKI WOJCIECH,2,0.4,5.0
RYS JANUSZ,2,0.0,0
RYSZ JAKUB,1,0.569620253164557,1.7555555555555555
RYTCZAK PRZEMYSLAW,1,1.4482758620689655,0.6904761904761905
RZACA MAREK,1,0.16666666666666666,6.0
RZESKA ALICJA,1,0.46875,2.1333333333333333
RZESKI WOJCIECH,3,0.3380281690140845,8.875
RZONSOWSKA MONIKA,1,11.833333333333334,0.08450704225352113
RZYCZNIAK MIROSLAW,1,0.35714285714285715,2.8
RZYMAN WITOLD,3,0.660377358490566,4.542857142857143
RZYMSKI TOMASZ,4,1.5555555555555556,2.571428571428571
SABALA IZABELA,2,0.43902439024390244,4.555555555555555
SABINIARZ ALEKSANDRA,5,0.0,0
SABISZ MICHAL,1,1.763157894736842,0.5671641791044776
SACZYNSKA VIOLETTA,9,0.0,0
SADECKA KATARZYNA,2,0.8260869565217391,2.4210526315789473
SADOWSKA ANNA,1,0.0,0
SADOWSKA MARIA,1,0.07692307692307693,13.0
SADOWSKA SYLWIA,1,0.0,0
SADOWSKI ANDRZEJ,4,0.0,0
SADOWSKI JAROSLAW,1,0.9130434782608695,1.0952380952380953
SAJ PIOTR,2,4.333333333333333,0.46153846153846156
SAJKOWSKI MICHAL,1,0.625,1.6
SAKOWICZ BARTOSZ,2,1.3333333333333333,1.5
SALAMON DOMINIKA,1,1.7222222222222223,0.5806451612903225
SALASA MICHAL,2,0.5,4.0
SALEWSKA NATALIA,2,4.130434782608695,0.48421052631578954
SAMBORSKI RAFAL,1,2.8333333333333335,0.3529411764705882
SAMBORSKI TOMASZ,2,2.5833333333333335,0.7741935483870968
SAMOCHOCKA KRYSTYNA,3,2.9705882352941178,1.00990099009901
SAMOCHOWIEC JERZY,2,0.21505376344086022,9.3
SAMOJLOWICZ CEZARY,1,5.571428571428571,0.1794871794871795
SANKOWSKI DOMINIK,1,0.6333333333333333,1.5789473684210527
SARAMOK MAGDALENA,2,3.08,0.6493506493506493
SARNOWSKI RYSZARD,1,0.0,0
SASHUK VOLODYMYR,1,3.036363636363636,0.3293413173652695
SATALA GRZEGORZ,3,1.8636363636363635,1.6097560975609757
SAWICKA-ZUKOWSKA REGINA,1,0.0,0
SAWICKI JACEK,1,1.0,1.0
SAWICKI JANUSZ,1,0.0,0
SAWICKI PIOTR,6,0.0,0
SAWLEWICZ PAWEL,3,2.210526315789474,1.357142857142857
SCHMIDT JERZY,1,4.333333333333333,0.23076923076923078
SCHNEIDER GABRIELA,1,0.1,10.0
SCHROEDER JERZY,4,0.625,6.4
SCHULZ PATRYCJA,1,1.2857142857142858,0.7777777777777777
SCIAZKO MAREK,5,0.5454545454545454,9.166666666666668
SEBZDA TADEUSZ,3,0.42857142857142855,7.0
SEDELNIK NATALIA,2,2.5,0.8
SEKALSKI PRZEMYSLAW,1,1.8518518518518519,0.54
SEKULA ROBERT,8,4.5,1.7777777777777777
SEKULAR MARIOLA,1,4.714285714285714,0.21212121212121213
SERKOWSKI STANISLAW,3,0.0,0
SEROWIK MALGORZATA,2,0.6666666666666666,3.0
SERRANO-FERNANDEZ PABLO,2,0.0,0
SEWERYN KAROL,3,0.30952380952380953,9.692307692307692
SIAST JAKUB,6,9.507462686567164,0.631083202511774
SIDORYK KATARZYNA,4,2.961904761904762,1.35048231511254
SIEDLECKI PAWEL,1,0.46153846153846156,2.1666666666666665
SIEJA-SMAGA ELIZA,2,1.875,1.0666666666666667
SIEK MARTA,2,0.0,0
SIEKACZ MARCIN,3,1.5053763440860215,1.9928571428571429
SIENCZYK MARCIN,2,2.9285714285714284,0.6829268292682927
SIENKIEWICZ BARBARA,2,2.8,0.7142857142857143
SIENKIEWICZ MACIEJ,1,0.9230769230769231,1.0833333333333333
SIEPAK JERZY,2,0.9615384615384616,2.08
SIERZPUTOWSKI LESZEK,24,10.823529411764707,2.217391304347826
SIEWINSKI MACIEJ,4,0.6388888888888888,6.260869565217392
SIKORA ADAM,1,0.0,0
SIKORA ELZBIETA,1,0.3333333333333333,3.0
SIKORA JANUSZ,1,0.42857142857142855,2.3333333333333335
SIKORA KRZYSZTOF,1,1.5714285714285714,0.6363636363636364
SIKORA ROBERT,8,0.0,0
SIKORA TOMASZ,5,0.0,0
SIKORA WOJCIECH,1,0.0,0
SIKORSKA IRENA,1,0.0,0
SIKORSKI ANDRZEJ,2,1.5,1.3333333333333333
SIKORSKI PAWEL,3,0.0,0
SILARSKI MICHAL,3,0.0,0
SIP ANNA,1,0.7777777777777778,1.2857142857142856
SIRKO AGNIESZKA,7,1.1666666666666667,6.0
SITAREK STEFAN,4,7.571428571428571,0.5283018867924528
SITARSKA AGNIESZKA,1,0.5714285714285714,1.75
SITKOWSKI JERZY,1,0.8375,1.1940298507462686
SIWEK AGATA,1,0.22413793103448276,4.461538461538462
SIWEK ANDRZEJ,4,0.0,0
SIWEK BOGUSLAW,1,1.5,0.6666666666666666
SIWEK HANNA,5,1.0588235294117647,4.722222222222222
SIWICKI ANDRZEJ,2,0.25,8.0
SIWULSKI TOMASZ,1,1.0,1.0
SKALIK JOANNA,3,3.72972972972973,0.8043478260869565
SKALMIERSKI BOGDAN,1,0.0,0
SKALSKI ANDRZEJ,3,0.45454545454545453,6.6000000000000005
SKAPSKA SYLWIA,2,0.5,4.0
SKIBA JACEK,1,0.21052631578947367,4.75
SKIBA KRZYSZTOF,5,0.0,0
SKIBINSKI ANDRZEJ,2,1.0,2.0
SKIBINSKI JAKUB,1,0.09090909090909091,11.0
SKIBINSKI PIOTR,5,2.5,2.0
SKIERBISZEWSKI CZESLAW,3,1.6333333333333333,1.836734693877551
SKIERSKI JANUSZ,2,0.18604651162790697,10.75
SKIERUCHA WOJCIECH,1,0.017857142857142856,56.0
SKLADANOWSKI ANDRZEJ,5,1.2439024390243902,4.019607843137255
SKLODOWSKA ALEKSANDRA,4,1.2619047619047619,3.169811320754717
